Source,Target,Type,id,weight
Gorne,Jon-Snow,Undirected,1535,3
Gorold-Goodbrother,Victarion-Greyjoy,Undirected,1536,3
Grazdan-mo-Eraz,Mero,Undirected,1537,3
Grazhar,Qezza,Undirected,1538,5
Greenbeard,Harwin,Undirected,1539,4
Greenbeard,Lem,Undirected,1540,12
Greenbeard,Thoros-of-Myr,Undirected,1541,3
Greenbeard,Tom-of-Sevenstreams,Undirected,1542,4
Gregor-Clegane,Helman-Tallhart,Undirected,1543,3
Gregor-Clegane,Ilyn-Payne,Undirected,1544,17
Gregor-Clegane,Jaime-Lannister,Undirected,1545,15
Gregor-Clegane,Joffrey-Baratheon,Undirected,1546,12
Gregor-Clegane,Loras-Tyrell,Undirected,1547,10
Gregor-Clegane,Marq-Piper,Undirected,1548,6
Gregor-Clegane,Meryn-Trant,Undirected,1549,16
Gregor-Clegane,Oberyn-Martell,Undirected,1550,42
Gregor-Clegane,Petyr-Baelish,Undirected,1551,3
Gregor-Clegane,Polliver,Undirected,1552,16
Gregor-Clegane,Pycelle,Undirected,1553,6
Gregor-Clegane,Qyburn,Undirected,1554,6
Gregor-Clegane,Rafford,Undirected,1555,25
Gregor-Clegane,Robb-Stark,Undirected,1556,4
Gregor-Clegane,Robert-Baratheon,Undirected,1557,4
Gregor-Clegane,Sandor-Clegane,Undirected,1558,31
Gregor-Clegane,Sansa-Stark,Undirected,1559,5
Gregor-Clegane,Tickler,Undirected,1560,17
Gregor-Clegane,Tyrion-Lannister,Undirected,1561,30
Gregor-Clegane,Tywin-Lannister,Undirected,1562,20
Gregor-Clegane,Weese,Undirected,1563,5
Grenn,Halder,Undirected,1564,6
Grenn,Jeor-Mormont,Undirected,1565,13
Grenn,Jon-Snow,Undirected,1566,64
Grenn,Kegs,Undirected,1567,5
Grenn,Owen,Undirected,1568,4
Grenn,Pypar,Undirected,1569,63
Grenn,Samwell-Tarly,Undirected,1570,57
Grenn,Small-Paul,Undirected,1571,3
Grenn,Todder,Undirected,1572,10
Gretchel,Maddy,Undirected,1573,9
Gretchel,Robert-Arryn,Undirected,1574,4
Gretchel,Sansa-Stark,Undirected,1575,3
Grey-Worm,Hizdahr-zo-Loraq,Undirected,1576,3
Grey-Worm,Irri,Undirected,1577,4
Grey-Worm,Jorah-Mormont,Undirected,1578,4
Grey-Worm,Skahaz-mo-Kandaq,Undirected,1579,6
Grigg,Jarl,Undirected,1580,3
Grigg,Jon-Snow,Undirected,1581,5
Grimtongue,Hagen,Undirected,1582,5
Grimtongue,Lorren,Undirected,1583,5
Grisel,Petyr-Baelish,Undirected,1584,3
Groleo,Hero,Undirected,1585,4
Groleo,Jhogo,Undirected,1586,5
Groleo,Skahaz-mo-Kandaq,Undirected,1587,3
Grunt,Sour-Alyn,Undirected,1588,7
Grunt,Theon-Greyjoy,Undirected,1589,3
Guncer-Sunglass,Melisandre,Undirected,1590,4
Gunthor-son-of-Gurn,Tyrion-Lannister,Undirected,1591,7
Guyard-Morrigen,Renly-Baratheon,Undirected,1592,7
Gyles-Grafton,Robert-Arryn,Undirected,1593,3
Gyles-Grafton,Terrance-Lynderly,Undirected,1594,5
Gyles-Rosby,Harys-Swyft,Undirected,1595,6
Gyles-Rosby,Jacelyn-Bywater,Undirected,1596,4
Gyles-Rosby,Jalabhar-Xho,Undirected,1597,4
Gyles-Rosby,Joffrey-Baratheon,Undirected,1598,4
Gyles-Rosby,Lollys-Stokeworth,Undirected,1599,5
Gyles-Rosby,Mace-Tyrell,Undirected,1600,3
Gyles-Rosby,Margaery-Tyrell,Undirected,1601,5
Gyles-Rosby,Orton-Merryweather,Undirected,1602,4
Gyles-Rosby,Pycelle,Undirected,1603,12
Gyles-Rosby,Qyburn,Undirected,1604,4
Gyles-Rosby,Sansa-Stark,Undirected,1605,3
Gyles-Rosby,Tanda-Stokeworth,Undirected,1606,5
Gyles-Rosby,Tommen-Baratheon,Undirected,1607,4
Gyles-Rosby,Tyrion-Lannister,Undirected,1608,3
Gynir,Wex-Pyke,Undirected,1609,4
Hagen,Lorren,Undirected,1610,3
Hagen,Qarl-the-Maid,Undirected,1611,3
Hagen,Tristifer-Botley,Undirected,1612,3
Haggo,Mirri-Maz-Duur,Undirected,1613,3
Haggo,Qotho,Undirected,1614,11
Haggo,Rakharo,Undirected,1615,3
Haggon,Varamyr,Undirected,1616,8
Hairy-Hal,Jack-Bulwer,Undirected,1617,3
Hairy-Hal,Jon-Snow,Undirected,1618,4
Hake,Jon-Snow,Undirected,1619,4
Halder,Jon-Snow,Undirected,1620,26
Halder,Pypar,Undirected,1621,8
Halder,Rast,Undirected,1622,3
Halder,Samwell-Tarly,Undirected,1623,6
Halder,Todder,Undirected,1624,6
Haldon,Illyrio-Mopatis,Undirected,1625,3
Haldon,Jon-Connington,Undirected,1626,13
Haldon,Lemore,Undirected,1627,4
Haldon,Pono,Undirected,1628,3
Haldon,Qavo-Nogarys,Undirected,1629,5
Haldon,Rolly-Duckfield,Undirected,1630,26
Haldon,Tyrion-Lannister,Undirected,1631,54
Haldon,Yandry,Undirected,1632,4
Haldon,Ysilla,Undirected,1633,5
Hallis-Mollen,Luwin,Undirected,1634,4
Hallis-Mollen,Robb-Stark,Undirected,1635,13
Hallis-Mollen,Theon-Greyjoy,Undirected,1636,7
Hallis-Mollen,Wendel-Manderly,Undirected,1637,3
Hallyne,Joffrey-Baratheon,Undirected,1638,3
Hallyne,Tyrion-Lannister,Undirected,1639,5
Halys-Hornwood,Rodrik-Cassel,Undirected,1640,3
Hareth-(Moles-Town),Hop-Robin,Undirected,1641,5
Hareth-(Moles-Town),Jon-Snow,Undirected,1642,18
Hareth-(Moles-Town),Kegs,Undirected,1643,3
Hareth-(Moles-Town),Leathers,Undirected,1644,3
Hareth-(Moles-Town),Mully,Undirected,1645,3
Hareth-(Moles-Town),Rory,Undirected,1646,4
Hareth-(Moles-Town),Satin,Undirected,1647,11
Hareth-(Moles-Town),Spare-Boot,Undirected,1648,3
Harl,Lorren,Undirected,1649,3
Harma,Jarl,Undirected,1650,3
Harma,Jon-Snow,Undirected,1651,7
Harma,Mance-Rayder,Undirected,1652,10
Harma,Rattleshirt,Undirected,1653,5
Harma,Styr,Undirected,1654,4
Harma,Tormund,Undirected,1655,4
Harma,Varamyr,Undirected,1656,3
Harma,Weeper,Undirected,1657,3
Harras-Harlaw,Victarion-Greyjoy,Undirected,1658,3
Harren-Hoare,Nan,Undirected,1659,5
Harrold-Hardyng,Robert-Arryn,Undirected,1660,4
Harrold-Hardyng,Yohn-Royce,Undirected,1661,3
Harry-Strickland,Jon-Connington,Undirected,1662,18
Harry-Strickland,Myles-Toyne,Undirected,1663,4
Harwin,Hullen,Undirected,1664,3
Harwin,Jory-Cassel,Undirected,1665,4
Harwin,Lem,Undirected,1666,7
Harwin,Sandor-Clegane,Undirected,1667,3
Harwood-Stout,Theon-Greyjoy,Undirected,1668,5
Harys-Swyft,Jaime-Lannister,Undirected,1669,3
Harys-Swyft,Orton-Merryweather,Undirected,1670,3
Harys-Swyft,Pycelle,Undirected,1671,12
Harys-Swyft,Stannis-Baratheon,Undirected,1672,3
Harys-Swyft,Taena-of-Myr,Undirected,1673,3
Harys-Swyft,Tommen-Baratheon,Undirected,1674,3
Helman-Tallhart,Randyll-Tarly,Undirected,1675,3
Helman-Tallhart,Robett-Glover,Undirected,1676,4
Hero,Jhogo,Undirected,1677,8
Heward,Jory-Cassel,Undirected,1678,5
Heward,Wyl-(guard),Undirected,1679,3
High-Septon-(fat_one),Joffrey-Baratheon,Undirected,1680,4
High-Septon-(fat_one),Tyrion-Lannister,Undirected,1681,4
High-Septon-(Tyrions),Joffrey-Baratheon,Undirected,1682,6
High-Septon-(Tyrions),Pycelle,Undirected,1683,3
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,1684,12
High-Sparrow,Kevan-Lannister,Undirected,1685,5
High-Sparrow,Maegor-I-Targaryen,Undirected,1686,4
High-Sparrow,Margaery-Tyrell,Undirected,1687,11
High-Sparrow,Osney-Kettleblack,Undirected,1688,4
High-Sparrow,Taena-of-Myr,Undirected,1689,4
High-Sparrow,Tommen-Baratheon,Undirected,1690,7
High-Sparrow,Unella,Undirected,1691,6
Hizdahr-zo-Loraq,Irri,Undirected,1692,3
Hizdahr-zo-Loraq,Jhiqui,Undirected,1693,3
Hizdahr-zo-Loraq,Khrazz,Undirected,1694,9
Hizdahr-zo-Loraq,Marghaz-zo-Loraq,Undirected,1695,5
Hizdahr-zo-Loraq,Missandei,Undirected,1696,6
Hizdahr-zo-Loraq,Qezza,Undirected,1697,3
Hizdahr-zo-Loraq,Quentyn-Martell,Undirected,1698,15
Hizdahr-zo-Loraq,Reznak-mo-Reznak,Undirected,1699,13
Hizdahr-zo-Loraq,Skahaz-mo-Kandaq,Undirected,1700,29
Hizdahr-zo-Loraq,Spotted-Cat,Undirected,1701,5
Hizdahr-zo-Loraq,Steelskin,Undirected,1702,3
Hobb,Janos-Slynt,Undirected,1703,4
Hobb,Jon-Snow,Undirected,1704,9
Hobb,Melisandre,Undirected,1705,3
Hobb,Mully,Undirected,1706,3
Hobb,Othell-Yarwyck,Undirected,1707,3
Hobb,Owen,Undirected,1708,8
Hobb,Samwell-Tarly,Undirected,1709,3
Hobber-Redwyne,Horas-Redwyne,Undirected,1710,7
Hodor,Jojen-Reed,Undirected,1711,38
Hodor,Luwin,Undirected,1712,27
Hodor,Meera-Reed,Undirected,1713,59
Hodor,Nan,Undirected,1714,8
Hodor,Osha,Undirected,1715,16
Hodor,Rickon-Stark,Undirected,1716,11
Hodor,Robb-Stark,Undirected,1717,5
Hodor,Rodrik-Cassel,Undirected,1718,3
Hodor,Wyman-Manderly,Undirected,1719,3
Holly,Jeyne-Poole,Undirected,1720,4
Holly,Rowan,Undirected,1721,3
Holly,Theon-Greyjoy,Undirected,1722,10
Hop-Robin,Jon-Snow,Undirected,1723,4
Horas-Redwyne,Joffrey-Baratheon,Undirected,1724,3
Horton-Redfort,Yohn-Royce,Undirected,1725,3
Hosteen-Frey,Jared-Frey,Undirected,1726,3
Hosteen-Frey,Wyman-Manderly,Undirected,1727,5
Hoster-Blackwood,Jaime-Lannister,Undirected,1728,4
Hoster-Tully,Jaime-Lannister,Undirected,1729,4
Hoster-Tully,Lothar-Frey,Undirected,1730,5
Hoster-Tully,Lysa-Arryn,Undirected,1731,9
Hoster-Tully,Robb-Stark,Undirected,1732,4
Hoster-Tully,Robert-Baratheon,Undirected,1733,3
Hoster-Tully,Tansy,Undirected,1734,5
Hoster-Tully,Vyman,Undirected,1735,7
Hot-Pie,Lem,Undirected,1736,7
Hot-Pie,Lommy-Greenhands,Undirected,1737,28
Hot-Pie,Mebble,Undirected,1738,4
Hot-Pie,Sharna,Undirected,1739,3
Hot-Pie,Tom-of-Sevenstreams,Undirected,1740,4
Hot-Pie,Weasel,Undirected,1741,4
Hot-Pie,Woth,Undirected,1742,5
Hot-Pie,Yoren,Undirected,1743,8
Hother-Umber,Jon-Umber-(Greatjon),Undirected,1744,3
Hother-Umber,Mors-Umber,Undirected,1745,3
Hother-Umber,Ramsay-Snow,Undirected,1746,5
Hother-Umber,Wyman-Manderly,Undirected,1747,5
Hotho-Harlaw,Rodrik-Harlaw,Undirected,1748,4
Hotho-Harlaw,Sigfryd-Harlaw,Undirected,1749,4
Hotho-Harlaw,Victarion-Greyjoy,Undirected,1750,4
Hugh,Jon-Arryn,Undirected,1751,3
Hugo-Vance,Jaime-Lannister,Undirected,1752,3
Hullen,Jory-Cassel,Undirected,1753,5
Hullen,Luwin,Undirected,1754,3
Hullen,Robb-Stark,Undirected,1755,3
Hullen,Rodrik-Cassel,Undirected,1756,3
Humfrey-Hewett,Victarion-Greyjoy,Undirected,1757,4
Husband,Lem,Undirected,1758,4
Hyle-Hunt,Meribald,Undirected,1759,9
Hyle-Hunt,Podrick-Payne,Undirected,1760,19
Hyle-Hunt,Randyll-Tarly,Undirected,1761,5
Hyle-Hunt,Sandor-Clegane,Undirected,1762,3
Hyle-Hunt,Sansa-Stark,Undirected,1763,3
Illyrio-Mopatis,Irri,Undirected,1764,3
Illyrio-Mopatis,Jon-Connington,Undirected,1765,6
Illyrio-Mopatis,Jorah-Mormont,Undirected,1766,7
Illyrio-Mopatis,Robert-Baratheon,Undirected,1767,6
Illyrio-Mopatis,Rolly-Duckfield,Undirected,1768,6
Illyrio-Mopatis,Tyrion-Lannister,Undirected,1769,30
Illyrio-Mopatis,Viserys-Targaryen,Undirected,1770,14
Ilyn-Payne,Jaime-Lannister,Undirected,1771,30
Ilyn-Payne,Jeyne-Poole,Undirected,1772,3
Ilyn-Payne,Joffrey-Baratheon,Undirected,1773,26
Ilyn-Payne,Loras-Tyrell,Undirected,1774,3
Ilyn-Payne,Lyle-Crakehall,Undirected,1775,6
Ilyn-Payne,Meryn-Trant,Undirected,1776,22
Ilyn-Payne,Polliver,Undirected,1777,8
Ilyn-Payne,Rafford,Undirected,1778,16
Ilyn-Payne,Robert-Baratheon,Undirected,1779,4
Ilyn-Payne,Sandor-Clegane,Undirected,1780,13
Ilyn-Payne,Sansa-Stark,Undirected,1781,18
Ilyn-Payne,Tickler,Undirected,1782,11
Ilyn-Payne,Tyrion-Lannister,Undirected,1783,6
Ilyn-Payne,Varys,Undirected,1784,5
Irri,Jhiqui,Undirected,1785,56
Irri,Jhogo,Undirected,1786,7
Irri,Jorah-Mormont,Undirected,1787,7
Irri,Missandei,Undirected,1788,13
Irri,Rakharo,Undirected,1789,5
Irri,Skahaz-mo-Kandaq,Undirected,1790,5
Irri,Viserys-Targaryen,Undirected,1791,5
Jacelyn-Bywater,Janos-Slynt,Undirected,1792,4
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,1793,7
Jacelyn-Bywater,Lancel-Lannister,Undirected,1794,3
Jacelyn-Bywater,Tommen-Baratheon,Undirected,1795,6
Jacelyn-Bywater,Tyrion-Lannister,Undirected,1796,16
Jacelyn-Bywater,Varys,Undirected,1797,4
Jack-Be-Lucky,Lem,Undirected,1798,5
Jack-Bulwer,Jon-Snow,Undirected,1799,3
Jack-Bulwer,Thoros-of-Myr,Undirected,1800,5
Jaehaerys-I-Targaryen,Maegor-I-Targaryen,Undirected,1801,3
Jafer-Flowers,Jaremy-Rykker,Undirected,1802,3
Jaime-Lannister,Joffrey-Baratheon,Undirected,1803,45
Jaime-Lannister,Jon-Arryn,Undirected,1804,5
Jaime-Lannister,Jon-Snow,Undirected,1805,3
Jaime-Lannister,Jonos-Bracken,Undirected,1806,9
Jaime-Lannister,Jory-Cassel,Undirected,1807,4
Jaime-Lannister,Josmyn-Peckledon,Undirected,1808,17
Jaime-Lannister,Joy-Hill,Undirected,1809,3
Jaime-Lannister,Karyl-Vance,Undirected,1810,4
Jaime-Lannister,Kevan-Lannister,Undirected,1811,13
Jaime-Lannister,Lancel-Lannister,Undirected,1812,22
Jaime-Lannister,Lem,Undirected,1813,6
Jaime-Lannister,Lewys-Piper,Undirected,1814,3
Jaime-Lannister,Loras-Tyrell,Undirected,1815,37
Jaime-Lannister,Lyle-Crakehall,Undirected,1816,9
Jaime-Lannister,Lysa-Arryn,Undirected,1817,9
Jaime-Lannister,Mace-Tyrell,Undirected,1818,5
Jaime-Lannister,Mandon-Moore,Undirected,1819,4
Jaime-Lannister,Margaery-Tyrell,Undirected,1820,10
Jaime-Lannister,Mariya-Darry,Undirected,1821,6
Jaime-Lannister,Melara-Hetherspoon,Undirected,1822,3
Jaime-Lannister,Meryn-Trant,Undirected,1823,9
Jaime-Lannister,Oberyn-Martell,Undirected,1824,3
Jaime-Lannister,Olenna-Redwyne,Undirected,1825,3
Jaime-Lannister,Osmund-Kettleblack,Undirected,1826,22
Jaime-Lannister,Petyr-Baelish,Undirected,1827,11
Jaime-Lannister,Pia,Undirected,1828,10
Jaime-Lannister,Pycelle,Undirected,1829,10
Jaime-Lannister,Qyburn,Undirected,1830,25
Jaime-Lannister,Rafford,Undirected,1831,3
Jaime-Lannister,Renly-Baratheon,Undirected,1832,28
Jaime-Lannister,Rennifer-Longwaters,Undirected,1833,3
Jaime-Lannister,Rhaegar-Targaryen,Undirected,1834,7
Jaime-Lannister,Rickard-Karstark,Undirected,1835,7
Jaime-Lannister,Robb-Stark,Undirected,1836,41
Jaime-Lannister,Robert-Baratheon,Undirected,1837,69
Jaime-Lannister,Robin-Ryger,Undirected,1838,9
Jaime-Lannister,Rodrik-Cassel,Undirected,1839,3
Jaime-Lannister,Ronnet-Connington,Undirected,1840,4
Jaime-Lannister,Roose-Bolton,Undirected,1841,17
Jaime-Lannister,Rorge,Undirected,1842,9
Jaime-Lannister,Ryman-Frey,Undirected,1843,13
Jaime-Lannister,Sandor-Clegane,Undirected,1844,21
Jaime-Lannister,Sansa-Stark,Undirected,1845,23
Jaime-Lannister,Shadrich,Undirected,1846,3
Jaime-Lannister,Shagwell,Undirected,1847,4
Jaime-Lannister,Shitmouth,Undirected,1848,3
Jaime-Lannister,Stafford-Lannister,Undirected,1849,3
Jaime-Lannister,Stannis-Baratheon,Undirected,1850,12
Jaime-Lannister,Sybell-Spicer,Undirected,1851,4
Jaime-Lannister,Taena-of-Myr,Undirected,1852,4
Jaime-Lannister,Theon-Greyjoy,Undirected,1853,4
Jaime-Lannister,Thoros-of-Myr,Undirected,1854,6
Jaime-Lannister,Tommen-Baratheon,Undirected,1855,36
Jaime-Lannister,Tyrion-Lannister,Undirected,1856,113
Jaime-Lannister,Tysha,Undirected,1857,3
Jaime-Lannister,Tytos-Blackwood,Undirected,1858,6
Jaime-Lannister,Tywin-Lannister,Undirected,1859,51
Jaime-Lannister,Urswyck,Undirected,1860,11
Jaime-Lannister,Vargo-Hoat,Undirected,1861,22
Jaime-Lannister,Varys,Undirected,1862,19
Jaime-Lannister,Walder-Frey,Undirected,1863,5
Jaime-Lannister,Walder-Rivers,Undirected,1864,4
Jaime-Lannister,Walton,Undirected,1865,18
Jaime-Lannister,Wyl-(guard),Undirected,1866,3
Jaime-Lannister,Wylis-Manderly,Undirected,1867,3
Jaime-Lannister,Zollo,Undirected,1868,3
Jalabhar-Xho,Lambert-Turnberry,Undirected,1869,3
Jalabhar-Xho,Tallad,Undirected,1870,3
Janos-Slynt,Joffrey-Baratheon,Undirected,1871,14
Janos-Slynt,Jon-Snow,Undirected,1872,26
Janos-Slynt,Mance-Rayder,Undirected,1873,6
Janos-Slynt,Othell-Yarwyck,Undirected,1874,9
Janos-Slynt,Petyr-Baelish,Undirected,1875,8
Janos-Slynt,Pycelle,Undirected,1876,3
Janos-Slynt,Robert-Baratheon,Undirected,1877,4
Janos-Slynt,Samwell-Tarly,Undirected,1878,7
Janos-Slynt,Sansa-Stark,Undirected,1879,3
Janos-Slynt,Stannis-Baratheon,Undirected,1880,4
Janos-Slynt,Tyrion-Lannister,Undirected,1881,31
Janos-Slynt,Varys,Undirected,1882,7
Jaqen-Hghar,Rorge,Undirected,1883,16
Jaqen-Hghar,Weese,Undirected,1884,4
Jaqen-Hghar,Yoren,Undirected,1885,3
Jared-Frey,Rhaegar-Frey,Undirected,1886,3
Jaremy-Rykker,Jeor-Mormont,Undirected,1887,14
Jaremy-Rykker,Jon-Snow,Undirected,1888,7
Jaremy-Rykker,Thoren-Smallwood,Undirected,1889,3
Jarl,Jon-Snow,Undirected,1890,21
Jarl,Mance-Rayder,Undirected,1891,8
Jarl,Rattleshirt,Undirected,1892,6
Jarl,Styr,Undirected,1893,16
Jarl,Val,Undirected,1894,5
Jarl,Ygritte,Undirected,1895,6
Jarman-Buckwell,Jeor-Mormont,Undirected,1896,4
Jarman-Buckwell,Jon-Snow,Undirected,1897,4
Jarman-Buckwell,Thoren-Smallwood,Undirected,1898,6
Jason-Mallister,Theon-Greyjoy,Undirected,1899,4
Jason-Mallister,Tytos-Blackwood,Undirected,1900,3
Jeor-Mormont,Jon-Snow,Undirected,1901,174
Jeor-Mormont,Jorah-Mormont,Undirected,1902,3
Jeor-Mormont,Lark,Undirected,1903,3
Jeor-Mormont,Mance-Rayder,Undirected,1904,4
Jeor-Mormont,Othell-Yarwyck,Undirected,1905,3
Jeor-Mormont,Ottyn-Wythers,Undirected,1906,3
Jeor-Mormont,Qhorin-Halfhand,Undirected,1907,21
Jeor-Mormont,Robert-Baratheon,Undirected,1908,4
Jeor-Mormont,Samwell-Tarly,Undirected,1909,51
Jeor-Mormont,Small-Paul,Undirected,1910,3
Jeor-Mormont,Thoren-Smallwood,Undirected,1911,19
Jeor-Mormont,Tyrion-Lannister,Undirected,1912,27
Jeor-Mormont,Yoren,Undirected,1913,3
Jeyne-Farman,Melara-Hetherspoon,Undirected,1914,4
Jeyne-Poole,Loras-Tyrell,Undirected,1915,4
Jeyne-Poole,Mordane,Undirected,1916,7
Jeyne-Poole,Ramsay-Snow,Undirected,1917,12
Jeyne-Poole,Robert-Baratheon,Undirected,1918,3
Jeyne-Poole,Roose-Bolton,Undirected,1919,3
Jeyne-Poole,Rowan,Undirected,1920,3
Jeyne-Poole,Sansa-Stark,Undirected,1921,27
Jeyne-Poole,Squirrel,Undirected,1922,3
Jeyne-Poole,Theon-Greyjoy,Undirected,1923,24
Jeyne-Westerling,Lothar-Frey,Undirected,1924,4
Jeyne-Westerling,Robb-Stark,Undirected,1925,24
Jeyne-Westerling,Walder-Frey,Undirected,1926,5
Jhiqui,Jorah-Mormont,Undirected,1927,9
Jhiqui,Missandei,Undirected,1928,15
Jhiqui,Rakharo,Undirected,1929,5
Jhiqui,Skahaz-mo-Kandaq,Undirected,1930,3
Jhogo,Jorah-Mormont,Undirected,1931,11
Jhogo,Mirri-Maz-Duur,Undirected,1932,3
Jhogo,Rakharo,Undirected,1933,10
Joanna-Lannister,Tywin-Lannister,Undirected,1934,4
Jocelyn-Swyft,Osmund-Kettleblack,Undirected,1935,3
Jocelyn-Swyft,Qyburn,Undirected,1936,3
Jocelyn-Swyft,Taena-of-Myr,Undirected,1937,4
Joffrey-Baratheon,Jon-Snow,Undirected,1938,14
Joffrey-Baratheon,Kevan-Lannister,Undirected,1939,11
Joffrey-Baratheon,Lancel-Lannister,Undirected,1940,4
Joffrey-Baratheon,Loras-Tyrell,Undirected,1941,18
Joffrey-Baratheon,Mace-Tyrell,Undirected,1942,17
Joffrey-Baratheon,Mance-Rayder,Undirected,1943,5
Joffrey-Baratheon,Mandon-Moore,Undirected,1944,8
Joffrey-Baratheon,Margaery-Tyrell,Undirected,1945,56
Joffrey-Baratheon,Melisandre,Undirected,1946,4
Joffrey-Baratheon,Meryn-Trant,Undirected,1947,34
Joffrey-Baratheon,Mordane,Undirected,1948,9
Joffrey-Baratheon,Mycah,Undirected,1949,17
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,1950,30
Joffrey-Baratheon,Oberyn-Martell,Undirected,1951,8
Joffrey-Baratheon,Olenna-Redwyne,Undirected,1952,3
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,1953,18
Joffrey-Baratheon,Paxter-Redwyne,Undirected,1954,5
Joffrey-Baratheon,Petyr-Baelish,Undirected,1955,39
Joffrey-Baratheon,Polliver,Undirected,1956,9
Joffrey-Baratheon,Pycelle,Undirected,1957,19
Joffrey-Baratheon,Qyburn,Undirected,1958,3
Joffrey-Baratheon,Rafford,Undirected,1959,9
Joffrey-Baratheon,Renly-Baratheon,Undirected,1960,25
Joffrey-Baratheon,Robb-Stark,Undirected,1961,49
Joffrey-Baratheon,Robert-Baratheon,Undirected,1962,64
Joffrey-Baratheon,Rodrik-Cassel,Undirected,1963,9
Joffrey-Baratheon,Sandor-Clegane,Undirected,1964,71
Joffrey-Baratheon,Sansa-Stark,Undirected,1965,222
Joffrey-Baratheon,Selyse-Florent,Undirected,1966,3
Joffrey-Baratheon,Shae,Undirected,1967,3
Joffrey-Baratheon,Shireen-Baratheon,Undirected,1968,3
Joffrey-Baratheon,Stannis-Baratheon,Undirected,1969,45
Joffrey-Baratheon,Tickler,Undirected,1970,10
Joffrey-Baratheon,Tommen-Baratheon,Undirected,1971,77
Joffrey-Baratheon,Tyrion-Lannister,Undirected,1972,219
Joffrey-Baratheon,Tywin-Lannister,Undirected,1973,37
Joffrey-Baratheon,Varys,Undirected,1974,37
Joffrey-Baratheon,Yoren,Undirected,1975,3
Jojen-Reed,Luwin,Undirected,1976,7
Jojen-Reed,Meera-Reed,Undirected,1977,73
Jojen-Reed,Osha,Undirected,1978,4
Jojen-Reed,Rickon-Stark,Undirected,1979,5
Jojen-Reed,Samwell-Tarly,Undirected,1980,10
Jommo,Ogo,Undirected,1981,3
Jon-Arryn,Lysa-Arryn,Undirected,1982,19
Jon-Arryn,Petyr-Baelish,Undirected,1983,7
Jon-Arryn,Pycelle,Undirected,1984,11
Jon-Arryn,Robert-Arryn,Undirected,1985,3
Jon-Arryn,Robert-Baratheon,Undirected,1986,39
Jon-Arryn,Stannis-Baratheon,Undirected,1987,13
Jon-Arryn,Tyrion-Lannister,Undirected,1988,8
Jon-Arryn,Varys,Undirected,1989,5
Jon-Connington,Lemore,Undirected,1990,11
Jon-Connington,Myles-Toyne,Undirected,1991,9
Jon-Connington,Nyessos-Vhassar,Undirected,1992,3
Jon-Connington,Rhaegar-Targaryen,Undirected,1993,7
Jon-Connington,Robert-Baratheon,Undirected,1994,8
Jon-Connington,Rolly-Duckfield,Undirected,1995,12
Jon-Connington,Tyrion-Lannister,Undirected,1996,37
Jon-Connington,Tywin-Lannister,Undirected,1997,4
Jon-Connington,Varys,Undirected,1998,6
Jon-Connington,Yandry,Undirected,1999,9
Jon-Fossoway,Mathis-Rowan,Undirected,2000,3
Jon-Snow,Jory-Cassel,Undirected,2001,3
Jon-Snow,Kegs,Undirected,2002,5
Jon-Snow,Lark,Undirected,2003,4
Jon-Snow,Leathers,Undirected,2004,18
Jon-Snow,Luwin,Undirected,2005,10
Jon-Snow,Mag-Mar-Tun-Doh-Weg,Undirected,2006,3
Jon-Snow,Malegorn,Undirected,2007,5
Jon-Snow,Mance-Rayder,Undirected,2008,112
Jon-Snow,Matthar,Undirected,2009,3
Jon-Snow,Melisandre,Undirected,2010,57
Jon-Snow,Mordane,Undirected,2011,4
Jon-Snow,Mully,Undirected,2012,18
Jon-Snow,Nan,Undirected,2013,4
Jon-Snow,Narbert-Grandison,Undirected,2014,3
Jon-Snow,Orell,Undirected,2015,6
Jon-Snow,Othell-Yarwyck,Undirected,2016,10
Jon-Snow,Othor,Undirected,2017,5
Jon-Snow,Ottyn-Wythers,Undirected,2018,3
Jon-Snow,Owen,Undirected,2019,17
Jon-Snow,Patrek-of-Kings-Mountain,Undirected,2020,7
Jon-Snow,Pypar,Undirected,2021,77
Jon-Snow,Qhorin-Halfhand,Undirected,2022,73
Jon-Snow,Rast,Undirected,2023,8
Jon-Snow,Rattleshirt,Undirected,2024,53
Jon-Snow,Rickon-Stark,Undirected,2025,16
Jon-Snow,Robb-Stark,Undirected,2026,91
Jon-Snow,Robert-Baratheon,Undirected,2027,29
Jon-Snow,Rodrik-Cassel,Undirected,2028,3
Jon-Snow,Rory,Undirected,2029,6
Jon-Snow,Ryk,Undirected,2030,11
Jon-Snow,Samwell-Tarly,Undirected,2031,228
Jon-Snow,Sansa-Stark,Undirected,2032,11
Jon-Snow,Satin,Undirected,2033,48
Jon-Snow,Selyse-Florent,Undirected,2034,38
Jon-Snow,Shireen-Baratheon,Undirected,2035,4
Jon-Snow,Sigorn,Undirected,2036,6
Jon-Snow,Soren-Shieldbreaker,Undirected,2037,3
Jon-Snow,Spare-Boot,Undirected,2038,5
Jon-Snow,Stannis-Baratheon,Undirected,2039,91
Jon-Snow,Stonesnake,Undirected,2040,13
Jon-Snow,Styr,Undirected,2041,40
Jon-Snow,Theon-Greyjoy,Undirected,2042,16
